slutpris,avgift_kr,boarea_kvm,antal_rum,sald_datum,prisforandring_pct,pris_per_kvm,omrade,url,bostadstyp,raw_text,sald_ar,sald_manad,sald_kvartal,omrade_clean,kvm_per_rum,avgift_per_kvm,avgift_andel,sasong,budkrig,prissankt,storlek_kategori,upplatelseform,har_balkong,vaning,antal_vaningar,har_hiss,byggar,driftkostnad_ar,antal_besok,har_uteplats,har_garage,renoverad,biarea_kvm,tomtarea_kvm,bostad_alder,total_yta,relativ_vaning,toppvaning,driftkostnad_per_kvm,tomt_per_boarea,gatuadress,latitude,longitude,avstand_centrum_km,avstand_station_km,avstand_sjukhus_km,avstand_universitet_km,avstand_marieberg_km
1900000,5452.0,72.0,3.0,2026-02-18,-9.0,26389.0,år Lägenhet Södra Ladugårdsängen,https://www.hemnet.se/salda/lagenhet-3rum-sodra-ladugardsangen-orebro-kommun-lillbackavagen-13-avgiftsfritt-i-1-ar-30533761275986251,lagenheter,"Maps Data: Google © 2026 Såld 18 feb. 2026 Lillbackavägen 13 - AVGIFTSFRITT i 1 år Lägenhet Södra Ladugårdsängen, Örebro kommun 72 m² 3 rum 5 452 kr/mån Balkong Hiss Slutpris 1 900 000 kr -9 % 26 389 kr/m² LF Fastighetsförmedling Örebro",2026,2,1,år Lägenhet Södra Ladugårdsängen,24.0,75.7,3.44,vinter,0,1,medel (60-80),Bostadsrätt,0,3.0,6.0,1,2018.0,4800.0,9165.0,0,0,0,,,8.0,72.0,0.5,0.0,66.66666666666667,,Lillbackavägen 13 - AVGIFTSFRITT i 1 år,59.2753,15.2134,0.0,0.447155673153539,2.1715285067778685,3.0832063338677487,2.5895719397184873
870000,4745.0,56.0,2.5,2026-02-18,-3.0,15536.0,väster,"https://www.hemnet.se/salda/lagenhet-2,5rum-centralt-vaster-orebro-kommun-ullavigatan-31e-9095294916727375263",lagenheter,"Såld 18 feb. 2026 Ullavigatan 31E Lägenhet Centralt - väster, Örebro kommun 56 m² 2,5 rum 4 745 kr/mån Balkong Slutpris 870 000 kr -3 % 15 536 kr/m² SkandiaMäklarna Örebro",2026,2,1,väster,22.4,84.7,6.54,vinter,0,1,liten (40-60),Bostadsrätt,0,2.0,3.0,1,1946.0,7680.0,4989.0,0,0,0,,,80.0,56.0,0.6666666666666666,0.0,137.14285714285714,,Ullavigatan 31E,59.2753,15.2134,0.0,0.447155673153539,2.1715285067778685,3.0832063338677487,2.5895719397184873
1575000,4735.0,69.0,3.0,2026-02-18,-5.0,22826.0,Lägenhet Centralt Öster,https://www.hemnet.se/salda/lagenhet-3rum-centralt-oster-orebro-kommun-sidvallsgatan-3-4999623211687794557,lagenheter,"Såld 18 feb. 2026 Sidvallsgatan 3 Lägenhet Centralt Öster, Örebro kommun 69 m² 3 rum 4 735 kr/mån Balkong Slutpris 1 575 000 kr -5 % 22 826 kr/m² Fastighetsbyrån Örebro",2026,2,1,Centralt Öster,23.0,68.6,3.61,vinter,0,1,medel (60-80),Bostadsrätt,0,1.0,3.0,1,1948.0,6767.0,2237.0,1,0,0,,,78.0,69.0,0.3333333333333333,0.0,98.07246376811594,,Sidvallsgatan 3,59.2753,15.22,0.37630452837023687,0.7958141782330361,2.5437650120172832,2.862963205067346,2.2813506964508026
1800000,4023.0,70.5,3.0,2026-02-18,3.0,25532.0,D Lägenhet Örebro,https://www.hemnet.se/salda/lagenhet-3rum-orebro-orebro-kommun-trumpetaregatan-13d-2305092833979906944,lagenheter,"Såld 18 feb. 2026 Trumpetaregatan 13D Lägenhet Örebro, Örebro kommun 70,5 m² 3 rum 4 023 kr/mån Balkong Slutpris 1 800 000 kr +3 % 25 532 kr/m² Svensk Fastighetsförmedling Örebro",2026,2,1,Lägenhet Örebro,23.5,57.1,2.68,vinter,1,0,medel (60-80),Bostadsrätt,0,,,1,,25872.0,437.0,1,0,0,,,48.0,70.5,,,366.9787234042553,,Trumpetaregatan 13D,59.2753,15.2134,0.0,0.447155673153539,2.1715285067778685,3.0832063338677487,2.5895719397184873
600000,4731.0,67.0,2.0,2026-02-16,-14.0,8955.0,Lägenhet Mellringe,https://www.hemnet.se/salda/lagenhet-2rum-mellringe-orebro-kommun-irisgatan-12-6462208220329517626,lagenheter,"Såld 16 feb. 2026 Irisgatan 12 Lägenhet Mellringe, Örebro kommun 67 m² 2 rum 4 731 kr/mån Slutpris 600 000 kr -14 % 8 955 kr/m² Mäklarhuset Örebro",2026,2,1,Mellringe,33.5,70.6,9.46,vinter,0,1,medel (60-80),Bostadsrätt,0,3.0,3.0,1,1971.0,3000.0,787.0,0,0,0,,,55.0,67.0,1.0,1.0,44.776119402985074,,Irisgatan 12,59.2979868,15.1624864,3.8481708309712004,3.410614963308766,2.9711956749180692,6.904213897168216,5.209077456936169
1550000,6327.0,79.0,3.0,2026-02-16,0.0,19620.0,Lägenhet Solhaga,https://www.hemnet.se/salda/lagenhet-3rum-solhaga-orebro-kommun-ledgrand-24-342939668186313357,lagenheter,"Maps Data: Google © 2026 Såld 16 feb. 2026 Ledgränd 24 Lägenhet Solhaga, Örebro kommun 79 m² 3 rum 6 327 kr/mån Uteplats Slutpris 1 550 000 kr ±0 % 19 620 kr/m² Nordå Fastighetsmäklare",2026,2,1,Solhaga,26.3,80.1,4.9,vinter,0,0,medel (60-80),Bostadsrätt,0,1.0,2.0,1,,13440.0,1495.0,1,0,0,,,48.0,79.0,0.5,0.0,170.126582278481,,Ledgränd 24,59.2732263,15.1583341,3.148210730808629,2.7890906920181515,1.0024494361121132,5.515569225329858,5.564621522768651
1595000,5231.0,68.0,3.0,2026-02-15,0.0,23456.0,Lägenhet Almby,https://www.hemnet.se/salda/lagenhet-3rum-almby-orebro-kommun-kyrkvardsvagen-13-3334746358329545234,lagenheter,"Såld 15 feb. 2026 Kyrkvärdsvägen 13 Lägenhet Almby, Örebro kommun 68 m² 3 rum 5 231 kr/mån Balkong Slutpris 1 595 000 kr ±0 % 23 456 kr/m² Mäklarhuset Örebro",2026,2,1,Almby,22.7,76.9,3.94,vinter,0,0,medel (60-80),Bostadsrätt,0,3.0,3.0,1,1954.0,3600.0,7807.0,1,0,0,,,72.0,68.0,1.0,1.0,52.94117647058823,,Kyrkvärdsvägen 13,59.2606158,15.2505604,2.677097230275355,3.1207412363914213,4.45465325889884,0.7939084796963432,3.029013216465259
2450000,4583.0,78.5,3.0,2026-02-13,-2.0,31210.0,B Lägenhet Centralt,https://www.hemnet.se/salda/lagenhet-3rum-centralt-orebro-kommun-karlslundsgatan-22b-3995611389103966028,lagenheter,"Maps Data: Google © 2026 Såld 13 feb. 2026 Karlslundsgatan 22B Lägenhet Centralt, Örebro kommun 78,5 m² 3 rum 4 583 kr/mån Balkong Slutpris 2 450 000 kr -2 % 31 210 kr/m² Fastighetsbyrån Örebro",2026,2,1,Lägenhet Centralt,26.2,58.4,2.24,vinter,0,1,medel (60-80),Bostadsrätt,0,3.0,3.0,1,,3200.0,5445.0,1,0,0,,,48.0,78.5,1.0,1.0,40.76433121019108,,Karlslundsgatan 22B,59.2753,15.2134,0.0,0.447155673153539,2.1715285067778685,3.0832063338677487,2.5895719397184873
1850000,3576.0,56.2,2.0,2026-02-12,0.0,32918.0,Lägenhet Sörby/Eklunda,https://www.hemnet.se/salda/lagenhet-2rum-sorby-eklunda-orebro-kommun-restalundsvagen-57-5065472002901106498,lagenheter,"Såld 12 feb. 2026 Restalundsvägen 57 Lägenhet Sörby/Eklunda, Örebro kommun 56,2 m² 2 rum 3 576 kr/mån Balkong Slutpris 1 850 000 kr ±0 % 32 918 kr/m² Erik Olsson Fastighetsförmedling",2026,2,1,Sörby/Eklunda,28.1,63.6,2.32,vinter,0,0,liten (40-60),Bostadsrätt,0,3.0,3.0,1,1947.0,5040.0,2191.0,0,0,0,,,79.0,56.2,1.0,1.0,89.6797153024911,,Restalundsvägen 57,59.2753,15.2134,0.0,0.447155673153539,2.1715285067778685,3.0832063338677487,2.5895719397184873
1800000,3541.0,58.0,2.0,2026-02-12,-2.0,31034.0,Lägenhet Sörby/Eklunda,https://www.hemnet.se/salda/lagenhet-2rum-sorby-eklunda-orebro-kommun-restalundsvagen-75-4479821670105094932,lagenheter,"Maps Data: Google © 2026 Såld 12 feb. 2026 Restalundsvägen 75 Lägenhet Sörby/Eklunda, Örebro kommun 58 m² 2 rum 3 541 kr/mån Balkong Slutpris 1 800 000 kr -2 % 31 034 kr/m² SkandiaMäklarna Örebro",2026,2,1,Sörby/Eklunda,29.0,61.1,2.36,vinter,0,1,liten (40-60),Bostadsrätt,0,2.0,3.0,1,,4800.0,5704.0,0,0,0,,,48.0,58.0,0.6666666666666666,0.0,82.75862068965517,,Restalundsvägen 75,59.2753,15.2134,0.0,0.447155673153539,2.1715285067778685,3.0832063338677487,2.5895719397184873
2395000,5405.0,81.0,3.0,2026-02-12,0.0,29568.0,Lägenhet Örebro,https://www.hemnet.se/salda/lagenhet-3rum-orebro-orebro-kommun-fredsgatan-8-1623507672378447099,lagenheter,"Såld 12 feb. 2026 Fredsgatan 8 Lägenhet Örebro, Örebro kommun 81 m² 3 rum 5 405 kr/mån Hiss Slutpris 2 395 000 kr ±0 % 29 568 kr/m² Svensk Fastighetsförmedling Örebro",2026,2,1,Örebro,27.0,66.7,2.71,vinter,0,0,stor (80-100),Bostadsrätt,0,3.0,,1,1984.0,,873.0,1,0,0,,,42.0,81.0,,0.0,,,Fredsgatan 8,59.2747287,15.2151181,0.11681827165748512,0.5638364206721153,2.2595036209294075,2.9725060081413126,2.543456959035123
3500000,1810.0,98.0,4.0,2026-02-12,-3.0,35714.0,Lägenhet Sörbyängen,https://www.hemnet.se/salda/lagenhet-4rum-sorbyangen-orebro-kommun-peppargatan-22-2683283211169755402,lagenheter,"Maps Data: Google © 2026 Såld 12 feb. 2026 Peppargatan 22 Lägenhet Sörbyängen, Örebro kommun 98 m² 4 rum 1 810 kr/mån Balkong Hiss Slutpris 3 500 000 kr -3 % 35 714 kr/m² Nordå Fastighetsmäklare",2026,2,1,Sörbyängen,24.5,18.5,0.62,vinter,0,1,stor (80-100),Bostadsrätt,0,4.0,5.0,1,,7800.0,7672.0,1,0,0,,,48.0,98.0,0.8,0.0,79.59183673469387,,Peppargatan 22,59.2536029,15.2266426,2.5323067070890675,2.8767047670436345,3.563892375670674,1.172890998236951,4.068699656773744
450000,8178.0,114.0,4.0,2026-02-11,-31.0,3947.0,B Lägenhet Vivalla,https://www.hemnet.se/salda/lagenhet-4rum-vivalla-orebro-kommun-poesigatan-21b-2860195952730723322,lagenheter,"Såld 11 feb. 2026 Poesigatan 21B Lägenhet Vivalla, Örebro kommun 114 m² 4 rum 8 178 kr/mån Balkong Hiss Slutpris 450 000 kr -31 % 3 947 kr/m² Wallenstedt Fastighetsmäkleri",2026,2,1,Lägenhet Vivalla,28.5,71.7,21.81,vinter,0,1,xl (100-150),Bostadsrätt,0,2.0,4.0,1,,5760.0,9114.0,1,0,0,,,48.0,114.0,0.5,0.0,50.526315789473685,,Poesigatan 21B,59.2753,15.2134,0.0,0.447155673153539,2.1715285067778685,3.0832063338677487,2.5895719397184873
2795000,6450.0,106.5,4.0,2026-02-11,0.0,26244.0,Lägenhet Adolfsberg,https://www.hemnet.se/salda/lagenhet-4rum-adolfsberg-orebro-kommun-lektorpsvagen-49-4016099210135938563,lagenheter,"Maps Data: Google © 2026 Såld 11 feb. 2026 Lektorpsvägen 49 Lägenhet Adolfsberg, Örebro kommun 106,5 m² 4 rum 6 450 kr/mån Uteplats Hiss Slutpris 2 795 000 kr ±0 % 26 244 kr/m² Fastighetsbyrån Örebro",2026,2,1,Adolfsberg,26.6,60.6,2.77,vinter,0,0,xl (100-150),Bostadsrätt,0,1.0,4.0,1,1999.0,4000.0,883.0,1,0,0,,,27.0,106.5,0.25,0.0,37.55868544600939,,Lektorpsvägen 49,59.2389686,15.1834848,4.392375519188344,4.469056516106927,3.727831876874247,3.989057631836986,6.687976195840992
1700000,4507.0,66.5,2.0,2026-02-11,-10.0,25564.0,F Lägenhet Marieberg,https://www.hemnet.se/salda/lagenhet-2rum-marieberg-orebro-kommun-moholmsvagen-4f-5500663631347805990,lagenheter,"Såld 11 feb. 2026 Moholmsvägen 4F Lägenhet Marieberg, Örebro kommun 66,5 m² 2 rum 4 507 kr/mån Uteplats Slutpris 1 700 000 kr -10 % 25 564 kr/m² Erik Olsson Fastighetsförmedling",2026,2,1,Lägenhet Marieberg,33.2,67.8,3.18,vinter,0,1,medel (60-80),Bostadsrätt,0,1.0,1.0,1,1989.0,,2596.0,1,0,0,,,37.0,66.5,1.0,1.0,,,Moholmsvägen 4F,59.2753,15.2134,0.0,0.447155673153539,2.1715285067778685,3.0832063338677487,2.5895719397184873
1900000,4958.0,80.0,3.0,2026-02-11,-12.0,23750.0,Lägenhet Sörbyängen,https://www.hemnet.se/salda/lagenhet-3rum-sorbyangen-orebro-kommun-peppargatan-32-3749343045011659305,lagenheter,"Såld 11 feb. 2026 Peppargatan 32 Lägenhet Sörbyängen, Örebro kommun 80 m² 3 rum 4 958 kr/mån Balkong Hiss Slutpris 1 900 000 kr -12 % 23 750 kr/m² Erik Olsson Fastighetsförmedling",2026,2,1,Sörbyängen,26.7,62.0,3.13,vinter,0,1,medel (60-80),Bostadsrätt,0,1.0,4.0,1,2018.0,6076.0,3778.0,1,0,0,,,8.0,80.0,0.25,0.0,75.95,,Peppargatan 32,59.2536029,15.2266426,2.5323067070890675,2.8767047670436345,3.563892375670674,1.172890998236951,4.068699656773744
4450000,6346.0,100.0,4.0,2026-02-10,0.0,44500.0,a Lägenhet Centralt/Sveaparken/Eyraområdet,https://www.hemnet.se/salda/lagenhet-4rum-centralt-sveaparken-eyraomradet-orebro-kommun-eyragatan-2a-5424254092617558419,lagenheter,"Såld 10 feb. 2026 Eyragatan 2a Lägenhet Centralt/Sveaparken/Eyraområdet, Örebro kommun 100 m² 4 rum 6 346 kr/mån Balkong Hiss Slutpris 4 450 000 kr ±0 % 44 500 kr/m² Mäklarhuset Örebro",2026,2,1,a Lägenhet Centralt/Sveaparken/Eyraområdet,25.0,63.5,1.71,vinter,0,0,stor (80-100),Bostadsrätt,0,4.0,6.0,1,2008.0,6720.0,1732.0,1,0,0,,,18.0,100.0,0.6666666666666666,0.0,67.2,,Eyragatan 2a,59.2753,15.2134,0.0,0.447155673153539,2.1715285067778685,3.0832063338677487,2.5895719397184873
1950000,7540.0,93.0,3.0,2026-02-10,-2.0,20968.0,Lägenhet Sörbyängen,https://www.hemnet.se/salda/lagenhet-3rum-sorbyangen-orebro-kommun-palsbodagatan-12-8918941852490894,lagenheter,"Såld 10 feb. 2026 Pålsbodagatan 12 Lägenhet Sörbyängen, Örebro kommun 93 m² 3 rum 7 540 kr/mån Balkong Hiss Slutpris 1 950 000 kr -2 % 20 968 kr/m² Bonova Fastighetsförmedling",2026,2,1,Sörbyängen,31.0,81.1,4.64,vinter,0,1,stor (80-100),Bostadsrätt,0,4.0,4.0,1,,4800.0,1711.0,1,0,0,,,48.0,93.0,1.0,1.0,51.61290322580645,,Pålsbodagatan 12,59.2536029,15.2266426,2.5323067070890675,2.8767047670436345,3.563892375670674,1.172890998236951,4.068699656773744
1180000,3558.0,64.0,2.0,2026-02-10,-1.0,18438.0,Lägenhet Lundby,https://www.hemnet.se/salda/lagenhet-2rum-lundby-orebro-kommun-dolomitvagen-104-8131290518704637221,lagenheter,"Såld 10 feb. 2026 Dolomitvägen 104 Lägenhet Lundby, Örebro kommun 64 m² 2 rum 3 558 kr/mån Uteplats Slutpris 1 180 000 kr -1 % 18 438 kr/m² Bostada Örebro",2026,2,1,Lundby,32.0,55.6,3.62,vinter,0,1,medel (60-80),Bostadsrätt,0,1.0,2.0,1,1974.0,4200.0,1977.0,1,0,0,,,52.0,64.0,0.5,0.0,65.625,,Dolomitvägen 104,59.3088789,15.1843161,4.09143783451306,3.740075465125741,4.11475772659535,7.115837662059498,4.500517840032787
1550000,3814.0,53.0,2.0,2026-02-09,4.0,29245.0,Lägenhet Sörby,https://www.hemnet.se/salda/lagenhet-2rum-sorby-orebro-kommun-sidvallsgatan-11-2915037655511597409,lagenheter,"Maps Data: Google © 2026 Såld 9 feb. 2026 Sidvallsgatan 11 Lägenhet Sörby, Örebro kommun 53+1,2 m² 2 rum 3 814 kr/mån Balkong Slutpris 1 550 000 kr +4 % 29 245 kr/m² LF Fastighetsförmedling Örebro",2026,2,1,Sörby,26.5,72.0,2.95,vinter,1,0,liten (40-60),Bostadsrätt,0,1.0,4.0,1,,6600.0,2599.0,1,0,0,1.2,,48.0,54.2,0.25,0.0,124.52830188679243,,Sidvallsgatan 11,59.260272,15.2251685,1.8036323946230048,2.172454454207392,3.1133387191943864,1.454506794901122,3.4194455513858113
2200000,2989.0,49.3,2.0,2026-02-09,-15.0,44625.0,B Lägenhet Centralt,https://www.hemnet.se/salda/lagenhet-2rum-centralt-orebro-kommun-akensgatan-4b-6628951210933446659,lagenheter,"Maps Data: Google © 2026 Såld 9 feb. 2026 Akensgatan 4B Lägenhet Centralt, Örebro kommun 49,3 m² 2 rum 2 989 kr/mån Balkong Slutpris 2 200 000 kr -15 % 44 625 kr/m² Nordå Fastighetsmäklare",2026,2,1,Lägenhet Centralt,24.6,60.6,1.63,vinter,0,1,liten (40-60),Bostadsrätt,0,1.0,3.0,1,,4596.0,1091.0,1,0,0,,,48.0,49.3,0.3333333333333333,0.0,93.22515212981745,,Akensgatan 4B,59.2753,15.2134,0.0,0.447155673153539,2.1715285067778685,3.0832063338677487,2.5895719397184873
1650000,6963.0,91.5,4.0,2026-02-07,-6.0,18033.0,Lägenhet Solhaga,https://www.hemnet.se/salda/lagenhet-4rum-solhaga-orebro-kommun-stodjegrand-6-701363979312711047,lagenheter,"Maps Data: Google © 2026 Såld 7 feb. 2026 Stödjegränd 6 Lägenhet Solhaga, Örebro kommun 91,5 m² 4 rum 6 963 kr/mån Slutpris 1 650 000 kr -6 % 18 033 kr/m² Mäklarhuset Örebro",2026,2,1,Solhaga,22.9,76.1,5.06,vinter,0,1,stor (80-100),Bostadsrätt,0,1.0,2.0,1,,19416.0,3528.0,1,0,0,,,48.0,91.5,0.5,0.0,212.1967213114754,,Stödjegränd 6,59.2732263,15.1583341,3.148210730808629,2.7890906920181515,1.0024494361121132,5.515569225329858,5.564621522768651
1575000,7104.0,91.5,4.0,2026-02-07,-6.0,17213.0,Lägenhet Solhaga,https://www.hemnet.se/salda/lagenhet-4rum-solhaga-orebro-kommun-ledgrand-42-4266002795695279870,lagenheter,"Maps Data: Google © 2026 Såld 7 feb. 2026 Ledgränd 42 Lägenhet Solhaga, Örebro kommun 91,5 m² 4 rum 7 104 kr/mån Balkong Slutpris 1 575 000 kr -6 % 17 213 kr/m² Wallenstedt Fastighetsmäkleri",2026,2,1,Solhaga,22.9,77.6,5.41,vinter,0,1,stor (80-100),Bostadsrätt,0,2.0,2.0,1,,16049.0,660.0,1,0,0,,,48.0,91.5,1.0,1.0,175.39890710382514,,Ledgränd 42,59.2732263,15.1583341,3.148210730808629,2.7890906920181515,1.0024494361121132,5.515569225329858,5.564621522768651
1500000,3567.0,52.0,2.0,2026-02-07,-6.0,28846.0,Lägenhet Sörbyängen,https://www.hemnet.se/salda/lagenhet-2rum-sorbyangen-orebro-kommun-peppargatan-3-868845073881347111,lagenheter,"Såld 7 feb. 2026 Peppargatan 3 Lägenhet Sörbyängen, Örebro kommun 52 m² 2 rum 3 567 kr/mån Balkong Hiss Slutpris 1 500 000 kr -6 % 28 846 kr/m² Wallenstedt Fastighetsmäkleri",2026,2,1,Sörbyängen,26.0,68.6,2.85,vinter,0,1,liten (40-60),Bostadsrätt,0,2.0,4.0,1,2009.0,6000.0,911.0,1,0,0,,,17.0,52.0,0.5,0.0,115.3846153846154,,Peppargatan 3,59.2536029,15.2266426,2.5323067070890675,2.8767047670436345,3.563892375670674,1.172890998236951,4.068699656773744
2350000,5329.0,94.0,3.0,2026-02-07,2.0,25000.0,Lägenhet Väster,https://www.hemnet.se/salda/lagenhet-3rum-vaster-orebro-kommun-hertig-karls-alle-17-6637129544226969816,lagenheter,"Såld 7 feb. 2026 Hertig Karls allé 17 Lägenhet Väster, Örebro kommun 94 m² 3 rum 5 329 kr/mån Slutpris 2 350 000 kr +2 % 25 000 kr/m² Erik Olsson Fastighetsförmedling",2026,2,1,Väster,31.3,56.7,2.72,vinter,1,0,stor (80-100),Bostadsrätt,0,1.0,3.0,1,1927.0,6337.0,2925.0,1,0,0,,,99.0,94.0,0.3333333333333333,0.0,67.41489361702128,,Hertig Karls allé 17,59.434166,15.0239851,20.71964094608852,20.32916871949498,20.00347183018114,23.780103334742112,20.82271626040077
1460000,3228.0,66.0,2.0,2026-02-06,-2.0,22121.0,Lägenhet Öster,https://www.hemnet.se/salda/lagenhet-2rum-oster-orebro-kommun-norensbergsgatan-154-3607278566921345519,lagenheter,"Såld 6 feb. 2026 Norensbergsgatan 154 Lägenhet Öster, Örebro kommun 66 m² 2 rum 3 228 kr/mån Balkong Slutpris 1 460 000 kr -2 % 22 121 kr/m² Erik Olsson Fastighetsförmedling",2026,2,1,Öster,33.0,48.9,2.65,vinter,0,1,medel (60-80),Bostadsrätt,0,2.0,2.0,1,1979.0,7560.0,2274.0,1,0,0,,,47.0,66.0,1.0,1.0,114.54545454545456,,Norensbergsgatan 154,59.2594488,15.2424156,2.4199711706772735,2.8506656666365204,4.0560666289361675,0.6961494458463406,3.202378745499492
1550000,3593.0,51.0,2.0,2026-02-05,-3.0,30392.0,B Lägenhet Öster,https://www.hemnet.se/salda/lagenhet-2rum-oster-orebro-kommun-sveavagen-2b-3552095953696278794,lagenheter,"Såld 5 feb. 2026 Sveavägen 2B Lägenhet Öster, Örebro kommun 51 m² 2 rum 3 593 kr/mån Balkong Hiss Slutpris 1 550 000 kr -3 % 30 392 kr/m² Wallenstedt Fastighetsmäkleri",2026,2,1,Lägenhet Öster,25.5,70.5,2.78,vinter,0,1,liten (40-60),Bostadsrätt,0,2.0,5.0,1,1960.0,6000.0,2811.0,1,0,0,,,66.0,51.0,0.4,0.0,117.6470588235294,,Sveavägen 2B,59.2753,15.2134,0.0,0.447155673153539,2.1715285067778685,3.0832063338677487,2.5895719397184873
1995000,5015.0,73.0,2.5,2026-02-04,0.0,27329.0,Lägenhet Centrum,"https://www.hemnet.se/salda/lagenhet-2,5rum-centrum-orebro-kommun-rudbecksgatan-43-9130139175395081224",lagenheter,"Såld 4 feb. 2026 Rudbecksgatan 43 Lägenhet Centrum, Örebro kommun 73 m² 2,5 rum 5 015 kr/mån Hiss Slutpris 1 995 000 kr ±0 % 27 329 kr/m² Wallenstedt Fastighetsmäkleri",2026,2,1,Centrum,29.2,68.7,3.02,vinter,0,0,medel (60-80),Bostadsrätt,0,1.0,4.0,1,1934.0,6300.0,4735.0,1,0,0,,,92.0,73.0,0.25,0.0,86.3013698630137,,Rudbecksgatan 43,59.2753,15.2134,0.0,0.447155673153539,2.1715285067778685,3.0832063338677487,2.5895719397184873
1330000,5346.0,58.6,2.0,2026-02-04,-5.0,22696.0,Lägenhet Sörbyängen,https://www.hemnet.se/salda/lagenhet-2rum-sorbyangen-orebro-kommun-kamomillgatan-8-1262775528536341083,lagenheter,"Såld 4 feb. 2026 Kamomillgatan 8 Lägenhet Sörbyängen, Örebro kommun 58,6 m² 2 rum 5 346 kr/mån Balkong Hiss Slutpris 1 330 000 kr -5 % 22 696 kr/m² Erik Olsson Fastighetsförmedling",2026,2,1,Sörbyängen,29.3,91.2,4.82,vinter,0,1,liten (40-60),Bostadsrätt,0,2.0,4.0,1,2017.0,7000.0,1876.0,1,0,0,,,9.0,58.6,0.5,0.0,119.45392491467577,,Kamomillgatan 8,59.2536029,15.2266426,2.5323067070890675,2.8767047670436345,3.563892375670674,1.172890998236951,4.068699656773744
1000000,5268.0,63.5,2.0,2026-02-03,12.0,15748.0,Lägenhet Solhaga,https://www.hemnet.se/salda/lagenhet-2rum-solhaga-orebro-kommun-ledgrand-36-5620575582046772830,lagenheter,"Såld 3 feb. 2026 Ledgränd 36 Lägenhet Solhaga, Örebro kommun 63,5 m² 2 rum 5 268 kr/mån Balkong Slutpris 1 000 000 kr +12 % 15 748 kr/m² Wallenstedt Fastighetsmäkleri",2026,2,1,Solhaga,31.8,83.0,6.32,vinter,1,0,medel (60-80),Bostadsrätt,0,2.0,2.0,1,,13397.0,266.0,1,0,0,,,48.0,63.5,1.0,1.0,210.9763779527559,,Ledgränd 36,59.2732263,15.1583341,3.148210730808629,2.7890906920181515,1.0024494361121132,5.515569225329858,5.564621522768651
1850000,6462.0,101.0,4.0,2026-02-03,-2.0,18317.0,C Lägenhet Väster,https://www.hemnet.se/salda/lagenhet-4rum-vaster-orebro-kommun-aprikosgatan-15c-2738372651788010342,lagenheter,"Såld 3 feb. 2026 Aprikosgatan 15C Lägenhet Väster, Örebro kommun 101 m² 4 rum 6 462 kr/mån Slutpris 1 850 000 kr -2 % 18 317 kr/m² Svensk Fastighetsförmedling Örebro",2026,2,1,Lägenhet Väster,25.2,64.0,4.19,vinter,0,1,xl (100-150),Bostadsrätt,0,,,1,,,977.0,1,0,0,,,48.0,101.0,,,,,Aprikosgatan 15C,59.2753,15.2134,0.0,0.447155673153539,2.1715285067778685,3.0832063338677487,2.5895719397184873
1575000,4572.0,64.0,2.0,2026-02-02,-7.0,24609.0,Lägenhet Centralt Norr,https://www.hemnet.se/salda/lagenhet-2rum-centralt-norr-orebro-kommun-storgatan-50-6219822470205648727,lagenheter,"Såld 2 feb. 2026 Storgatan 50 Lägenhet Centralt Norr, Örebro kommun 64 m² 2 rum 4 572 kr/mån Balkong Hiss Slutpris 1 575 000 kr -7 % 24 609 kr/m² LF Fastighetsförmedling Örebro",2026,2,1,Centralt Norr,32.0,71.4,3.48,vinter,0,1,medel (60-80),Bostadsrätt,0,3.0,5.0,1,2001.0,6240.0,4127.0,1,0,0,,,25.0,64.0,0.6,0.0,97.5,,Storgatan 50,59.2753,15.2134,0.0,0.447155673153539,2.1715285067778685,3.0832063338677487,2.5895719397184873
1400000,6223.0,67.0,3.0,2026-02-01,-6.0,20896.0,Lägenhet Norra Ormesta,https://www.hemnet.se/salda/lagenhet-3rum-norra-ormesta-orebro-kommun-alholmsgatan-11-948538177388949259,lagenheter,"Såld 1 feb. 2026 Ålholmsgatan 11 Lägenhet Norra Ormesta, Örebro kommun 67 m² 3 rum 6 223 kr/mån Hiss Slutpris 1 400 000 kr -6 % 20 896 kr/m² SkandiaMäklarna Örebro",2026,2,1,Norra Ormesta,22.3,92.9,5.33,vinter,0,1,medel (60-80),Bostadsrätt,0,2.0,4.0,1,2023.0,2640.0,741.0,0,0,0,,,3.0,67.0,0.5,0.0,39.40298507462686,,Ålholmsgatan 11,59.2753,15.2134,0.0,0.447155673153539,2.1715285067778685,3.0832063338677487,2.5895719397184873
1600000,7011.0,111.5,5.0,2026-01-31,-9.0,14350.0,B Lägenhet Marieberg,https://www.hemnet.se/salda/lagenhet-5rum-marieberg-orebro-kommun-kristinebergsvagen-1b-1701994779125901271,lagenheter,"Såld 31 jan. 2026 Kristinebergsvägen 1B Lägenhet Marieberg, Örebro kommun 111,5 m² 5 rum 7 011 kr/mån Balkong Slutpris 1 600 000 kr -9 % 14 350 kr/m² Erik Olsson Fastighetsförmedling",2026,1,1,Lägenhet Marieberg,22.3,62.9,5.26,vinter,0,1,xl (100-150),Bostadsrätt,0,2.0,2.0,1,1989.0,,3791.0,1,0,0,,,37.0,111.5,1.0,1.0,,,Kristinebergsvägen 1B,59.2753,15.2134,0.0,0.447155673153539,2.1715285067778685,3.0832063338677487,2.5895719397184873
